date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:12:35	776/776	---M-Z	200	added ('OK')	text/css	etag:%22308-6320e046-414f6437caa88f09;gz%22	https://asbreukagribv.com/skin/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor%ef%b9%96ver=1.6.12.css	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor%ef%b9%96ver=1.6.12.css	(from https://asbreukagribv.com/)
13:12:36	19327/19327	---M-Z	200	added ('OK')	text/css	etag:%224b7f-6320e0be-4e8e9557ebcc63ec;gz%22	https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min%ef%b9%96ver=5.16.0.css	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min%ef%b9%96ver=5.16.0.css	(from https://asbreukagribv.com/)
13:12:37	108417/108417	---M-Z	200	added ('OK')	text/css	etag:%221a781-6320e04b-de3093169cc0c700;gz%22	https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/css/frontend-lite.min%ef%b9%96ver=3.7.1.css	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/elementor/assets/css/frontend-lite.min%ef%b9%96ver=3.7.1.css	(from https://asbreukagribv.com/)
13:12:38	1120/1120	---M-Z	200	added ('OK')	text/css	etag:%22460-6320e047-b6141d0c5ef45910;gz%22	https://asbreukagribv.com/skin/wp-content/uploads/elementor/css/post-1706%ef%b9%96ver=1660737032.css	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/uploads/elementor/css/post-1706%ef%b9%96ver=1660737032.css	(from https://asbreukagribv.com/)
13:12:40	9686/9686	---M-Z	200	added ('OK')	text/css	etag:%2225d6-6320e231-89a0104f8f01426;gz%22	https://asbreukagribv.com/skin/wp-content/uploads/elementor/css/post-1727%ef%b9%96ver=1660740896.css	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/uploads/elementor/css/post-1727%ef%b9%96ver=1660740896.css	(from https://asbreukagribv.com/)
13:12:42	23540/23540	---M-Z	200	added ('OK')	text/css	etag:%225bf4-6320e233-cd3e816a60597a67;gz%22	https://asbreukagribv.com/skin/wp-content/uploads/elementor/css/post-357%ef%b9%96ver=1660740025.css	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/uploads/elementor/css/post-357%ef%b9%96ver=1660740025.css	(from https://asbreukagribv.com/)
13:12:42	12992/12992	---M-Z	200	added ('OK')	text/css	etag:%2232c0-6320e1e1-ff93a582309439e9;gz%22	https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://asbreukagribv.com/)
13:12:43	685/685	---M-Z	200	added ('OK')	text/css	etag:%222ad-6320e675-9a6b94eb6b51114c;gz%22	https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min%ef%b9%96ver=5.15.3.css	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min%ef%b9%96ver=5.15.3.css	(from https://asbreukagribv.com/)
13:12:44	677/677	---M-Z	200	added ('OK')	text/css	etag:%222a5-6320e1b8-a15937f631a55c28;gz%22	https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min%ef%b9%96ver=5.15.3.css	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min%ef%b9%96ver=5.15.3.css	(from https://asbreukagribv.com/)
13:12:46	13031/13031	---M-Z	200	added ('OK')	text/css	etag:%2232e7-6320e233-a337601224bd0f73;gz%22	https://asbreukagribv.com/skin/wp-content/uploads/elementor/css/post-1726%ef%b9%96ver=1660821795.css	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/uploads/elementor/css/post-1726%ef%b9%96ver=1660821795.css	(from https://asbreukagribv.com/)
13:12:47	75684/75684	---M-Z	200	added ('OK')	text/css	etag:%22127a4-6320e04f-83735ae2df25f789;gz%22	https://asbreukagribv.com/skin/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend%ef%b9%96ver=1.6.12.css	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend%ef%b9%96ver=1.6.12.css	(from https://asbreukagribv.com/)
13:12:47	2738/2738	---M-Z	200	added ('OK')	text/css	etag:%22ab2-6320e048-eea792308f03cc93;gz%22	https://asbreukagribv.com/skin/wp-content/uploads/elementor/css/post-256%ef%b9%96ver=1660737032.css	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/uploads/elementor/css/post-256%ef%b9%96ver=1660737032.css	(from https://asbreukagribv.com/)
13:12:48	15935/15935	---M-Z	200	added ('OK')	text/css	etag:%223e3f-6320e233-e3fd9a12348b9392;gz%22	https://asbreukagribv.com/skin/wp-content/uploads/elementor/css/post-1725%ef%b9%96ver=1660739991.css	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/uploads/elementor/css/post-1725%ef%b9%96ver=1660739991.css	(from https://asbreukagribv.com/)
13:12:49	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%22e238-6320e04a-c9b91bca533e280c;gz%22	https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min%ef%b9%96ver=5.15.3.css	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min%ef%b9%96ver=5.15.3.css	(from https://asbreukagribv.com/)
13:12:50	31665/31665	---M-Z	200	added ('OK')	text/css	etag:%227bb1-6326ee6d-c1f3af883179fc76;gz%22	https://asbreukagribv.com/skin/wp-content/uploads/elementor/css/post-1724%ef%b9%96ver=1660737059.css	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/uploads/elementor/css/post-1724%ef%b9%96ver=1660737059.css	(from https://asbreukagribv.com/)
13:12:51	89521/89521	---M-Z	200	added ('OK')	application/javascript	etag:%2215db1-6278b6c0-5a5da98f7b61e5e1;gz%22	https://asbreukagribv.com/skin/wp-includes/js/jquery/jquery.min%ef%b9%96ver=3.6.0.js	./asbreukagribv-site/asbreukagribv.com/skin/wp-includes/js/jquery/jquery.min%ef%b9%96ver=3.6.0.js	(from https://asbreukagribv.com/)
13:12:52	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%222bd8-6278b6c0-ea98b95a8e759c1d;gz%22	https://asbreukagribv.com/skin/wp-includes/js/jquery/jquery-migrate.min%ef%b9%96ver=3.3.2.js	./asbreukagribv-site/asbreukagribv.com/skin/wp-includes/js/jquery/jquery-migrate.min%ef%b9%96ver=3.3.2.js	(from https://asbreukagribv.com/)
13:12:53	5067/5067	---M-Z	200	added ('OK')	application/javascript	etag:%2213cb-5c8e6b9c-6290f9cf55a26161;gz%22	https://asbreukagribv.com/skin/wp-content/plugins/itr-popup/scripts/itro-scripts%ef%b9%96ver=6.0.2.js	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/itr-popup/scripts/itro-scripts%ef%b9%96ver=6.0.2.js	(from https://asbreukagribv.com/)
13:12:54	4174/4174	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2007%20May%202025%2006:12:54%20GMT	https://asbreukagribv.com/wp-json/index.json	./asbreukagribv-site/asbreukagribv.com/wp-json/index.json	(from https://asbreukagribv.com/)
13:12:55	4174/4174	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2007%20May%202025%2006:12:55%20GMT	https://asbreukagribv.com/wp-json/wp/v2/pages/1724.json	./asbreukagribv-site/asbreukagribv.com/wp-json/wp/v2/pages/1724.json	(from https://asbreukagribv.com/)
13:12:56	4174/4174	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2007%20May%202025%2006:12:56%20GMT	https://asbreukagribv.com/xmlrpc.php%ef%b9%96rsd.xml	./asbreukagribv-site/asbreukagribv.com/xmlrpc.php%ef%b9%96rsd.xml	(from https://asbreukagribv.com/)
13:12:57	300/300	---M-Z	200	added ('OK')	text/html	etag:%2212c-6320e051-b263ef0bed6dc1cc;gz%22	https://asbreukagribv.com/skin/wp-includes/wlwmanifest.xml.html	./asbreukagribv-site/asbreukagribv.com/skin/wp-includes/wlwmanifest.xml.html	(from https://asbreukagribv.com/)
13:12:58	4174/4174	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2007%20May%202025%2006:12:58%20GMT	https://asbreukagribv.com/wp-json/oembed/1.0/embed%ef%b9%96url=https%ef%b9%95%ea%a4%b7%ea%a4%b7asbreukagribv.com%ea%a4%b7.json	./asbreukagribv-site/asbreukagribv.com/wp-json/oembed/1.0/embed%ef%b9%96url=https%ef%b9%95%ea%a4%b7%ea%a4%b7asbreukagribv.com%ea%a4%b7.json	(from https://asbreukagribv.com/)
13:12:59	4174/4174	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2007%20May%202025%2006:12:59%20GMT	https://asbreukagribv.com/wp-json/oembed/1.0/embed%ef%b9%96url=https%ef%b9%95%ea%a4%b7%ea%a4%b7asbreukagribv.com%ea%a4%b7&format=xml.xml	./asbreukagribv-site/asbreukagribv.com/wp-json/oembed/1.0/embed%ef%b9%96url=https%ef%b9%95%ea%a4%b7%ea%a4%b7asbreukagribv.com%ea%a4%b7&format=xml.xml	(from https://asbreukagribv.com/)
13:13:00	46977/46977	---M--	200	added ('OK')	image/png	etag:%22b781-63b3fd7d-f573d04c65c80956;;;%22	https://asbreukagribv.com/fav.png	./asbreukagribv-site/asbreukagribv.com/fav.png	(from https://asbreukagribv.com/)
13:13:01	41315/41315	---M--	200	added ('OK')	image/png	etag:%22a163-63b3f595-166232f30d6bcb84;;;%22	https://asbreukagribv.com/bv_logo.png	./asbreukagribv-site/asbreukagribv.com/bv_logo.png	(from https://asbreukagribv.com/)
13:13:03	206496/206496	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20May%202025%2006:13:02%20GMT	https://asbreukagribv.com/category-with-products	./asbreukagribv-site/asbreukagribv.com/category-with-products.html	(from https://asbreukagribv.com/)
13:13:04	189918/189918	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20May%202025%2006:13:04%20GMT	https://asbreukagribv.com/about-us	./asbreukagribv-site/asbreukagribv.com/about-us.html	(from https://asbreukagribv.com/)
13:13:05	180416/180416	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20May%202025%2006:13:04%20GMT	https://asbreukagribv.com/quality	./asbreukagribv-site/asbreukagribv.com/quality.html	(from https://asbreukagribv.com/)
13:13:06	180891/180891	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20May%202025%2006:13:05%20GMT	https://asbreukagribv.com/contact	./asbreukagribv-site/asbreukagribv.com/contact.html	(from https://asbreukagribv.com/)
13:13:08	1318164/1318164	---M--	200	added ('OK')	image/png	etag:%22141d14-63b40fd7-630b17df3ad584d6;;;%22	https://asbreukagribv.com/skin/wp-content/uploads/2022/05/analysis-2-1-e1652786085745.png	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/uploads/2022/05/analysis-2-1-e1652786085745.png	(from https://asbreukagribv.com/)
13:13:09	34158/34158	---M--	200	added ('OK')	image/png	etag:%22856e-627b69b7-cb80e38769005afb;;;%22	https://asbreukagribv.com/skin/wp-content/uploads/2022/05/Chart-VCPL-31-Final-1-removebg-preview-1-1.png	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/uploads/2022/05/Chart-VCPL-31-Final-1-removebg-preview-1-1.png	(from https://asbreukagribv.com/)
13:13:09	4127/4127	---M-Z	200	added ('OK')	image/svg+xml	etag:%22101f-6278ce2b-e7d8a76c022afc72;gz%22	https://asbreukagribv.com/skin/wp-content/uploads/2021/01/pharma-template-dot-bg.svg	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/uploads/2021/01/pharma-template-dot-bg.svg	(from https://asbreukagribv.com/)
13:13:10	16772/16772	---M-Z	200	added ('OK')	application/javascript	etag:%224184-62e4de2e-bbcdcb6b9bb5093d;gz%22	https://asbreukagribv.com/skin/wp-content/themes/astra/assets/js/minified/frontend.min%ef%b9%96ver=3.9.1.js	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/themes/astra/assets/js/minified/frontend.min%ef%b9%96ver=3.9.1.js	(from https://asbreukagribv.com/)
13:13:12	1801/1801	---M-Z	200	added ('OK')	application/javascript	etag:%22709-62fcd5ab-5082827f1ec1738f;gz%22	https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min%ef%b9%96ver=0.2.1.js	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min%ef%b9%96ver=0.2.1.js	(from https://asbreukagribv.com/)
13:13:12	4957/4957	---M-Z	200	added ('OK')	application/javascript	etag:%22135d-62fcd5ab-9a6a3db2d8be5e14;gz%22	https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/js/webpack.runtime.min%ef%b9%96ver=3.7.1.js	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/elementor/assets/js/webpack.runtime.min%ef%b9%96ver=3.7.1.js	(from https://asbreukagribv.com/)
13:13:13	32929/32929	---M-Z	200	added ('OK')	application/javascript	etag:%2280a1-62fcd5ab-ff150dcb31112ed1;gz%22	https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/js/frontend-modules.min%ef%b9%96ver=3.7.1.js	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/elementor/assets/js/frontend-modules.min%ef%b9%96ver=3.7.1.js	(from https://asbreukagribv.com/)
13:13:14	12198/12198	---M-Z	200	added ('OK')	application/javascript	etag:%222fa6-62fcd5ab-eb36cb01cd24ae;gz%22	https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min%ef%b9%96ver=4.0.2.js	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min%ef%b9%96ver=4.0.2.js	(from https://asbreukagribv.com/)
13:13:15	20715/20715	---M-Z	200	added ('OK')	application/javascript	etag:%2250eb-62e4de16-a4327ab5c1b19561;gz%22	https://asbreukagribv.com/skin/wp-includes/js/jquery/ui/core.min%ef%b9%96ver=1.13.1.js	./asbreukagribv-site/asbreukagribv.com/skin/wp-includes/js/jquery/ui/core.min%ef%b9%96ver=1.13.1.js	(from https://asbreukagribv.com/)
13:13:16	861866/861866	---M--	200	added ('OK')	image/gif	etag:%22d26aa-63da64df-5a8c09d3cb3921fc;;;%22	https://asbreukagribv.com/header-slide.gif	./asbreukagribv-site/asbreukagribv.com/header-slide.gif	(from https://asbreukagribv.com/)
13:13:16	40502/40502	---M-Z	200	added ('OK')	application/javascript	etag:%229e36-62fcd5ab-fe6fa6532681a24b;gz%22	https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/js/frontend.min%ef%b9%96ver=3.7.1.js	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/elementor/assets/js/frontend.min%ef%b9%96ver=3.7.1.js	(from https://asbreukagribv.com/)
13:13:17	18911/18911	---M-Z	200	added ('OK')	application/javascript	etag:%2249df-62e4de16-4c73ed9a2bd541ae;gz%22	https://asbreukagribv.com/skin/wp-includes/js/underscore.min%ef%b9%96ver=1.13.3.js	./asbreukagribv-site/asbreukagribv.com/skin/wp-includes/js/underscore.min%ef%b9%96ver=1.13.3.js	(from https://asbreukagribv.com/)
13:13:18	754/754	---M-Z	200	added ('OK')	application/javascript	etag:%222f2-62e4dd6f-de104d1651e6fb64;gz%22	https://asbreukagribv.com/skin/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min%ef%b9%96ver=1.7.5.5.js	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min%ef%b9%96ver=1.7.5.5.js	(from https://asbreukagribv.com/)
13:13:20	24489/24489	---M-Z	200	added ('OK')	application/javascript	etag:%225fa9-62e4dd6f-a4954de074d3c62c;gz%22	https://asbreukagribv.com/skin/wp-content/plugins/wpforms-lite/assets/lib/jquery.validate.min%ef%b9%96ver=1.19.4.js	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/wpforms-lite/assets/lib/jquery.validate.min%ef%b9%96ver=1.19.4.js	(from https://asbreukagribv.com/)
13:13:24	4014/4014	---M-Z	200	added ('OK')	application/javascript	etag:%22fae-62e4dd6f-6ccc39cff3088546;gz%22	https://asbreukagribv.com/skin/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.min%ef%b9%96ver=1.1.2.js	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.min%ef%b9%96ver=1.1.2.js	(from https://asbreukagribv.com/)
13:13:25	1713/1713	---M-Z	200	added ('OK')	application/javascript	etag:%226b1-62e4dd6f-31c5784abbdcecd4;gz%22	https://asbreukagribv.com/skin/wp-content/plugins/wpforms-lite/assets/lib/punycode.min%ef%b9%96ver=1.0.0.js	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/wpforms-lite/assets/lib/punycode.min%ef%b9%96ver=1.0.0.js	(from https://asbreukagribv.com/)
13:13:26	31145/31145	---M-Z	200	added ('OK')	application/javascript	etag:%2279a9-62e4dd6f-21d5075c8c32de9e;gz%22	https://asbreukagribv.com/skin/wp-content/plugins/wpforms-lite/assets/js/wpforms.min%ef%b9%96ver=1.7.5.5.js	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/wpforms-lite/assets/js/wpforms.min%ef%b9%96ver=1.7.5.5.js	(from https://asbreukagribv.com/)
13:13:27	1340/1340	---M-Z	200	added ('OK')	application/javascript	etag:%2253c-6278b6bf-5e828c3eaf4eaf7f;gz%22	https://asbreukagribv.com/skin/wp-includes/js/wp-util.min%ef%b9%96ver=6.0.2.js	./asbreukagribv-site/asbreukagribv.com/skin/wp-includes/js/wp-util.min%ef%b9%96ver=6.0.2.js	(from https://asbreukagribv.com/)
13:13:28	602/602	---M-Z	200	added ('OK')	image/svg+xml	etag:%2225a-62e4dd6f-d8ad5f88a9f9fd35;gz%22	https://asbreukagribv.com/skin/wp-content/plugins/wpforms-lite/assets/images/times-solid-white.svg	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/wpforms-lite/assets/images/times-solid-white.svg	(from https://asbreukagribv.com/skin/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.min%ef%b9%96ver=1.7.5.5.css)
13:13:30	211640/211640	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2233ab8-62fcd5ab-485cd85ab4fed2e1;;;%22	https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons%ef%b9%965.16.0.eot	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons%ef%b9%965.16.0.eot	(from https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min%ef%b9%96ver=5.16.0.css)
13:13:32	93372/93372	---M--	200	added ('OK')	font/woff2	etag:%2216cbc-62fcd5ab-dd92daa4971ae62e;;;%22	https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons%ef%b9%965.16.0.woff2	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons%ef%b9%965.16.0.woff2	(from https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min%ef%b9%96ver=5.16.0.css)
13:13:32	114280/114280	---M--	200	added ('OK')	application/x-font-woff	etag:%221be68-62fcd5ab-ad40d30b1856627d;;;%22	https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons%ef%b9%965.16.0.woff	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons%ef%b9%965.16.0.woff	(from https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min%ef%b9%96ver=5.16.0.css)
13:13:34	211480/211480	---M--	200	added ('OK')	application/x-font-ttf	etag:%2233a18-62fcd5ab-2be29fcc959db55b;;;%22	https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons%ef%b9%965.16.0.ttf	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons%ef%b9%965.16.0.ttf	(from https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min%ef%b9%96ver=5.16.0.css)
13:13:34	318907/318907	---M-Z	200	added ('OK')	image/svg+xml	etag:%224ddbb-62fcd5ab-f09fb2d65627b679;gz%22	https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons%ef%b9%965.16.0.svg	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons%ef%b9%965.16.0.svg	(from https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min%ef%b9%96ver=5.16.0.css)
13:13:36	529/529	---M-Z	200	added ('OK')	image/svg+xml	etag:%22211-6278ce2a-2b19f186d65305c;gz%22	https://asbreukagribv.com/skin/wp-content/uploads/2021/01/pharma-company-template-hero-bg.svg	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/uploads/2021/01/pharma-company-template-hero-bg.svg	(from https://asbreukagribv.com/skin/wp-content/uploads/elementor/css/post-357%ef%b9%96ver=1660740025.css)
13:13:38	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-62fcd5ab-2bd98307af8894f6;;;%22	https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400%ef%b9%96.eot	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400%ef%b9%96.eot	(from https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min%ef%b9%96ver=5.15.3.css)
13:13:39	13276/13276	---M--	200	added ('OK')	font/woff2	etag:%2233dc-62fcd5ab-d4a60e85f16a3ecd;;;%22	https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min%ef%b9%96ver=5.15.3.css)
13:13:39	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-62fcd5ab-61976a6aeaaeb9a5;;;%22	https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min%ef%b9%96ver=5.15.3.css)
13:13:39	16276/16276	---M--	200	added ('OK')	application/x-font-woff	etag:%223f94-62fcd5ab-e63783bbe060ec42;;;%22	https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min%ef%b9%96ver=5.15.3.css)
13:13:40	33736/33736	---M--	200	added ('OK')	application/x-font-ttf	etag:%2283c8-62fcd5ab-229c7951d2821d7e;;;%22	https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	./asbreukagribv-site/asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://asbreukagribv.com/skin/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min%ef%b9%96ver=5.15.3.css)
